0	Hahhahah little brexiteers at it again! This country will go down the pan with this deluded and crazy women in charge! I am educated, I listen to James O'Brien on LBC between 10am to 1pm every day, so I know what I am talking about. Please vote for the person who is most likely to beat the Torries in you area. I am back Jeremy as he is my local MP and hopefully soon to be prime minister under a Lib Dem - Labour coalition. With the lib Dems on board we will, together stop this madness and reverse the mad decision made last June. We can then begin to rebuild this once beautiful loving country. #Make June the end of may!
0	Good news, iv just come back from 2029 and there is no BBC TV licence. There are new laws on biased news reporting, and fake news. And crime has dropped by 30% .
0	With Brexit there are no victors, we all lose.
1	I think it should be recognized that Brexit was an amazing victory against massive odds by the ordinary people of the UK. Remember during the run up to the election the amount of Lovies and leaders who spoke for Remain. The whole of the British Liberal Elite, President of the USA, the Pope, the BBC, just about every actor and celebrity, and many many more. There followed three years of Brexiteers accused of not knowing what we voted for, brexiteers overnight became Bigoted fascist racist Little Englanders who had stolen their children's future and destroyed the Union. I feel so proud that we were so instrumental in defending democracy and becoming a Sovereign Nation again. Congratulations to all Brexiters.
1	I have a lot of friends here. It’s a great political year in America. So I expect to be here a bit
0	Yes, that's what we teach our children. Still, this decision was allegedly made by "adults". It will be up to the children to fix the mess their parents made through their lack of maturity.
1	The EU is the beast rising out of the sea having seven heads with seven crowns upon their heads, the book of revelations speaks about it. You can not buy, sell, or trade without using their s system.
1	Very happy about it. And not just because it gets us out of the EU, but also cause the radical progressives and socialists got crushed in the election.
1	Serious reply. I'm Irish, and I've lived in the UK 4 Years for work. The country, for whatever reason, gave me the ability to vote in the election. Even in Ireland, we only let irish nationals vote on things like constitution changes. But England gave me the right to vote. And there's a lot of fucking history between Ireland and England. So I used that vote to Vote Leave. Mainly because it would be hilarious! It's still hilarious. I have now gone back to Ireland.
1	Yep we don't need the EU and its corrupt un elected Twonks. I'm voting OUT!
0	Are you speaking on behalf of those UK businesses dealing with EU partners
0	The UK all the so gets money from the EU.
1	Should have shown EU sour grapes.
0	#Brexit The Crown virus!
0	Brexit. How depressing. Who thought this one up?
0	BREAKING: The wilful ignorance and lies of those who promoted passing Brexit will now be adopted by those running Brexit.  Weren't EU countries UK's biggest trading partners last week? Just checking for a friend...
1	Hope all countries break away from eu. It's nice to travel abroad but not to be dictated by the dictators, there is only one solution, to become AUTONOMOUS
1	I favour something closer to a Norway style arrangement with the EU and therefore I would still be a Brexit supporter.
1	Brexit will be the best thing that happened to the UK for decades
1	Freedom, sovereignty, self-determination. The biggest day in British history since the end of World War Two, and a huge victory for liberty
1	God bless you you have taken your country back
1	Here is the thing: the Europeans have done NOTHING to stabalise the eurozone, they've made things worse by passing the 2016 bail-in rules.
0	United we stand, separate we fail. It is always easy to leave the boat when it smells ashes but leaving is weak and selfish.
0	All of this is because parliament ignored the will of the people.
1	One thing I did like about the EU was the check on the bastard faction of the Tories fucking us over too quickly. Ah well.
1	I feel so sovereign again
0	Who cares
1	The EU, in its current form, is unsustainable.  It WILL collapse. Brits were smart to want out. But I fear the powers that be are desperate to hold their power.
0	Their economy will crash simultaneously with ours. Putin must be getting tired of celebrating.
1	Remainers - its over - move on We have a Country to rebuild
1	each Maltese citizen has 15 times the power of each UK citizen to decide the laws that regulate the EU and therefore the UK
1	I'm just glad we're out of that french dictatorship
0	People celebrating in London were asked to take an IQ test. They all accepted and started queueing
0	The reason it happened at 11pm is bc that is midnight in Europe. If we were pushing the EU around - it would have been midnight UK time - surely? We have taken back nothing - just made fools of ourselves and weakened the UK for 100 years.
0	Nations and sovereign states have the right to decide what to do with their future. Leave the EU is as rightful for them as it is to leave the UK for Scotland. It’s not the solution though. It’s just one of the consequences of the horrible way the fat cats of Europe have been managing the union. Austerity policies and excess of nationalism are to blame.
1	As a non-Brit observing the referendum, I was a staunch supporter of Remain. Since then, I've become somewhat more sceptical of free trade and the European Union, although it's just as obvious now as it was then that Brexit was an opportunistic attempt at careerism for most of the Leave leaders, that's gone horribly off the rails. It's an international case of schadenfreude that the UK will never live down. If another vote was held today, I would be a reluctant Remain supporter.
1	Good people of Britain. Take back your country from the mudslum hordes that crowd your cities and populate your welfare rolls. Lose the failed EU affiliation, It has only hurt your country and opened your borders to invaders.
0	i didn’t want brexit to happen but let’s see what our future has got for us
0	England will be poorer and tourists won't want to be here. There is no future in brexit.
0	Looking forward to welcoming an independent and social democratic Scotland to the EU. And while I feel for the middle and working classes in the rest of Britain, ever more at the mercy of the rapacious privateers, I expect that the punishment meted out by the EU will serve as a deterrent to further secessionist folly, strengthening the union and weaking right populism.
1	What's wrong with training the people that already live here
1	Now leaders can Make Britain Great Again without the EU sucking Britons dry, flooding their cities with terrorists masquerading as refugees.
1	Boris is the messiah who will lead us out of the EU
0	It's dumb and it doesn't feel thought through.
0	“leaving the EU” is a mistake for certain and first and foremost in how it is being executed. This way it cannot be but a failure.
1	Tough luck Remainers, you have held this country back for almost four years now with your petty antics and blockades. It's our time to shine now and gain our rightful place on the world's economic and political stage. The sleep lion is about to roar.
0	Brexit is what happens when a false sense of superiority combines with a false sense of victimhood
1	If we don't need a trade agreement with them don't bother wasting time negotiating one . Personally I'm sick of the EU and their mind games.
1	Mistake? The only mistake was getting shackled to the bloated EU corpse.
0	It honestly never ceases to amaze me how this shit and Trump all happened in the same year.
0	$170 Billion and Counting: The Cost of Brexit for the U.K.
1	UK time to change - Scotland should stay with us and get €..Brexit showed how badly country can be effected leaving it.
1	In the future every citizen from Uk no longer has to give out of his own poket 200 euro to the EU budget
0	I will always be a European. I will always think, and act, and move through the world as a European. I will always live by the values of inclusion, kindness, community and solidarity. #Brexit is a Crime Scene. One day the real tale will be told. #StillEuropean #AlwaysEuropean
0	England will need to apologise for generations for allowing this tragedy to unfold.
1	No we not having second thoughts. We want out of the EUSSR
0	You were duped by Russian hacking and misinformation, too. It gave us a clown president and it took you out of the EU.   We are and will forever be brothers.
1	How the media took one side and ensured that people couldn’t accept a referendum and two general elections
1	Corbyn is unbelievable, he will disagree with everything, , he needs to stop, we voted to leave over 3yrs ago, and it isn't right that we are still being ignored,
1	UK US trade deal sounds good to me.
1	EU ís a cripple system; it needs to close down
0	Johnson 'vision' will crash UK's economy
1	You left dont expect anything for eu lmfo
0	ordinary UK customers don't know the real implications of Brexit. Consumers will pay the bill badly.
1	Brought to you by George Soros.
0	Name a single benefit of leaving the EU. Go on, name one
0	This whole Brexit shambles has brought embarrassment and humiliation upon us Brits. I am deeply ashamed of my country, but immensely proud of being a Citizen of Europe (at least for the remaining 6 hours). But I'm sure we WILL be back!
1	there are benefits of Brexit such as reducing immigration and the ability to not be subjected to unnecessary and bureaucratic regulations/laws made by a supranational body of which some elements are unelected/undemocratic.
0	Seriously Simon? How many pro-Brexit articles have you written over the years? You're an educated man,wasn't this stuff obvious from the start?
1	Mass immigration was forced to destroy national identity, so all member states could integrate better.  Their goal was to make the UK and France indistinguishable.
0	Brexiteers should not be allowed to vote, too dump.
0	You can do all of that inside Europe, you just don't want to and are holding the country to ransom. For that, you will either be a footnote in history or never forgiven.
0	thanks to Br-exit more than 100 company will move to Union European this year, one of them is Airbus based in Bristol Filton, in some financial company, will move to Germany France Spain etc...., actually we did a big favour to Europe, I’m aerospace Engineer and I was planning to move abroad to work in Sweden or Dubai, I applied yesterday for job the answer form to Company was, as a British I’m not allowed to work any more, because I’m not from European union, thank you My Country you cut off my wings
0	If you genuinely think leaving the EU by virtue of a 52-48 one-time non-legally binding public vote without any idea how things are going to be after you leave and still want all the good stuff that comes with being in the EU is a good idea, then I have some real estate on the far side of the moon I’d like to sell you.
0	Funny like no one like the brits, not even the people from Wales or Scotland which forms part of the united 'forced' kingdom. Funny no?
1	The best is yet to come!!
0	Don’t get what everyone is celebrating,
0	Stupidity and hubris win the day. Good look Britain. You are going to need a lot of it.
0	So fucking angry, what have you won leavers other than subservience to the states. What have you won? I don't expect an answer.
1	It's over. The film has finished, the audience is filing out, but still the Remain trolls refuse to leave their seats.
0	"approximately 80% of Britain’s businesses don’t trade with EU member countries but only within the UK or with none-EU member countries" That is not quite the whole story. Virtually all major businesses trade directly with the EU. All the companies in their supply chains trade indirectly with the EU. In those supply chains there will be tens of thousands of small companies that technically only trade with a domestic firm, but in reality they will still have to conform to the same requirements as the larger firm.  There is almost no company that doesn’t depend on EU trade, either directly, indirectly through B2B trade or indirectly through consumers whose jobs depend on EU trade.  Virtually no SME expects lighter regulations. If there was a list of the regulations that would be changed, we would know by now, but there isn’t. The problem is that the regulations that could be changed are not significant, as virtually all significant regulations are actually quite popular.  The harsh truth is that - with the exception of the financial sector - the UK government has virtually always chosen to regulate harder and stricter than any other EU member state. This was never required by the EU. Without the EU, it’s quite possible that regulations will just be easier to pass or change.  The facts are not balanced. Brexit has no upside overall, and the sectors that will profit (and there must be some) are hard to predict. We don’t know what the UK economy’s comparative advantage will be, a few years after brexit. No one does.
0	How is leaving one of the biggest markets in the world good for the UK?
0	Security costs money, so it's perfectly reasonable to insist that the EU pays towards the costs.
1	Britain's version of Declaration of Independence. Now they know how we in USA felt way way back when. Now we have even more in common. Congratulations to Great Britain! WOW!
1	Freedom 😀
1	Well done Boris you delivered this far, now show your EU counterparts that you mean business. If they do not wish to negotiate in good faith, tell them to do one, and go no deal!
0	The EU wasn't created until 1993.  Britain got along just fine before and will do O.K. after.
0	BBC This morning on Brexit.  Michael Gove tangible benefit of Brexit  'Gives us the opportunity to 'level up ' the north. Huh? is that it?  You could have done that 5 years previously while a member of the EU. Deceit and double talk from the Brexit govt.
0	jobs will be lost as a result of brexit.
1	Finally, all countries should leave the EU
0	I used to think that brexiters generally were despicable, semi-literate, socially dysfunctional xenophobes with no grasp of economic reality and with little understanding of the fundamentals of a parliamentary democracy. Now I just think they're just sad and delusional, and blissfully unaware of the tsunami of ordure coming their way.
1	We have left. They are in no position to demand anything.
1	I have a new respect for my cousins across the pond . Farage , we need people like you in the U.S Congress !! Come here ! Cheers & Beers
1	The remainer claim that they wanted a ‘no deal’ Brexit has failed to materialise because it is, and always has been, nothing but an attempt to scare people into voting for remain supporting political parties.
1	We should leave the EU and form a new trading block with the nations of the commonwealth. I'm not afraid of leaving the EU in the slightest. If they need us they can come knocking cap in hand. That's the way it will be not the other way round.
0	Lots of Brexit supporters are still complaining, about the EU, 'remoaners' and everything else.
0	I would never say this man was thick. I have respect for his views and admire the way in which he put them across. But he does clearly show a lack of understanding of the principles of the EU and the bigger economic picture #stopbrexit
1	Can't help thinking, if the EU is such a utopia, why do so many people risk their lives crossing the Channel to get out of it? These people come from complete shit holes, but after a few days in France they'd rather die than stay there. ROFLMFAO
1	bit.ly/WhyRemainLose Why the remain campaign will ultimately lose #Brexit #LeaveEU #BeLeaver #GOGOGO #VoteLeave
0	Its amazing to see that there is so huge class difference in the UK. People left on their own... Fighting to survive day after day. Its like in US. This is not European spirit. This is predatory capitalism. Few have more than they will ever need while the rest is living of the scraps.  Leaving EU is just going to make things worse, but it's obvious that no-one cares about the future of UK.
1	Immigration quite honestly. Soverignty too.
0	The right to live and work anywhere. This has benefited me greatly.
0	We are to face a risk of a cliff edge, in particular for trade.
1	I don't hear many good reasons to stay that we can't do ourselves
